@relation fact
@attribute cap.diameter numeric
@attribute habitat {'d','g','h','l','m','p','u','w'}
@attribute class {'e','p'}
@data
9.91,'d','e'
9.35,'d','e'
11.71,'d','e'
9.38,'d','e'
9.76,'d','e'
8.74,'d','e'
10.12,'d','e'
8.48,'d','e'
8.19,'d','e'
6.73,'d','e'
9.25,'d','e'
11,'d','e'
10.34,'d','e'
10.78,'d','e'
11.01,'d','e'
12.59,'d','e'
10.82,'d','e'
8.54,'d','e'
10.85,'d','e'
9.51,'d','e'
10.6,'d','e'
9.71,'d','p'
7.26,'d','p'
7.93,'d','p'
10.75,'d','p'
7.75,'d','p'
7.05,'d','p'
9.21,'d','p'
8.8,'d','p'
10.97,'d','p'
8.99,'d','p'
8.05,'d','p'
7.23,'d','p'
8.85,'d','p'
9.27,'d','p'
7.83,'d','p'
7.11,'d','p'
7.83,'d','p'
9.03,'d','p'
9.48,'d','p'
7.85,'d','p'
10.32,'d','p'
8.37,'d','p'
8.71,'d','p'
8.75,'d','p'
8.81,'d','p'
9,'d','p'
8.61,'d','p'
7.66,'d','p'
10.33,'d','p'
9.59,'d','p'
10.58,'d','p'
10.58,'d','p'
9.03,'d','p'
8.92,'d','p'
8.14,'d','p'
9.15,'d','p'
7.61,'d','p'
7.06,'d','p'
8.91,'d','p'
11.52,'d','p'
8.9,'d','p'
9.63,'d','p'
8.59,'d','p'
8.58,'d','p'
10.37,'d','p'
7.63,'d','p'
6.38,'d','p'
8.3,'d','p'
9.01,'d','p'
7.87,'d','p'
10.46,'d','p'
5.96,'d','p'
9.24,'d','p'
9.06,'d','p'
9.49,'d','p'
8.89,'d','p'
8.81,'d','p'
6.93,'d','p'
5.32,'d','p'
7.99,'d','p'
8.24,'d','p'
7.94,'d','p'
7.73,'d','p'
8.98,'d','p'
8.35,'d','p'
8.46,'d','p'
9.12,'d','p'
7.81,'d','p'
10.68,'d','p'
10.7,'d','p'
8.08,'d','p'
8.46,'d','p'
7.8,'d','p'
10.42,'d','p'
7.66,'d','p'
8.95,'d','p'
8.95,'d','p'
7.95,'d','p'
8.08,'d','p'
6.67,'d','p'
7.92,'d','p'
10.08,'d','p'
8.09,'d','p'
8.57,'d','p'
6.2,'d','p'
6.98,'d','p'
8.93,'d','p'
6.3,'d','p'
9.46,'d','p'
9.04,'d','p'
9.94,'d','p'
7.56,'d','p'
8.67,'d','p'
8.38,'d','p'
9.69,'d','p'
8.52,'d','p'
7.18,'d','p'
8.71,'d','p'
7.74,'d','p'
8.28,'d','p'
9.32,'d','p'
7.6,'d','p'
11.27,'d','p'
8.82,'d','p'
8.71,'d','p'
7.04,'d','p'
7.38,'d','p'
12.21,'d','p'
9.24,'d','p'
6.9,'d','p'
7.1,'d','p'
8.17,'d','p'
8.09,'d','p'
7.48,'d','p'
8.29,'d','p'
7.05,'d','p'
7.94,'d','p'
8.56,'d','p'
9.64,'d','p'
9.9,'d','p'
7.85,'d','p'
7.3,'d','p'
10.26,'d','p'
8.16,'d','p'
9.6,'d','p'
7.48,'d','p'
7.52,'d','p'
7.86,'d','p'
6.23,'d','p'
9.29,'d','p'
9.55,'d','p'
9.18,'d','p'
7.29,'d','p'
8.83,'d','p'
8.78,'d','p'
6.52,'d','p'
9.36,'d','p'
7.89,'d','p'
7.99,'d','p'
6.25,'d','p'
7.69,'d','p'
9.25,'d','p'
8.37,'d','p'
8.78,'d','p'
7.87,'d','p'
9.89,'d','p'
9.36,'d','p'
8.08,'d','p'
7.33,'d','p'
8.45,'d','p'
9.73,'d','p'
8.49,'d','p'
7.89,'d','p'
8.74,'d','p'
9.82,'d','p'
9.69,'d','p'
10.92,'d','p'
6.67,'d','p'
8.42,'d','p'
5.3,'d','p'
9.04,'d','p'
8.9,'d','p'
9.06,'d','p'
8.51,'d','p'
7.45,'d','p'
9.38,'d','p'
8.05,'d','p'
11.81,'d','p'
7.96,'d','p'
8.98,'d','p'
8.94,'d','p'
7.91,'d','p'
7.24,'d','p'
9.85,'d','p'
8.44,'d','p'
8.03,'d','p'
8.57,'d','p'
9.09,'d','p'
7.59,'d','p'
7.87,'d','p'
10.47,'d','p'
8.01,'d','p'
8.4,'d','p'
9.4,'d','p'
6.68,'d','p'
8.55,'d','p'
7.76,'d','p'
10.46,'d','p'
10.15,'d','p'
7.94,'d','p'
6.89,'d','p'
8.09,'d','p'
8.83,'d','p'
7.55,'d','p'
8.25,'d','p'
7.31,'d','p'
7.92,'d','p'
8.4,'d','p'
7.29,'d','p'
9.73,'d','p'
5.6,'d','p'
10.7,'d','p'
9.34,'d','p'
6.13,'d','p'
8.76,'d','p'
7.27,'d','p'
8.95,'d','p'
8.23,'d','p'
8.82,'d','p'
9.74,'d','p'
9.56,'d','p'
11.52,'d','p'
7.33,'d','p'
8.56,'d','p'
8.59,'d','p'
9.99,'d','p'
7.19,'d','p'
11.41,'d','p'
6.5,'d','p'
8.75,'d','p'
7.5,'d','p'
8.8,'d','p'
7.76,'d','p'
10.73,'d','p'
8.7,'d','p'
9.13,'d','p'
10.77,'d','p'
9.08,'d','p'
9.59,'d','p'
8.15,'d','p'
8.83,'d','p'
8.01,'d','p'
9.41,'d','p'
8.45,'d','p'
9.08,'d','p'
8.65,'d','p'
7.57,'d','p'
10.27,'d','p'
6.37,'d','p'
9.34,'d','p'
7.73,'d','p'
9.88,'d','p'
10.33,'d','p'
7.74,'d','p'
6.94,'d','p'
7.75,'d','p'
9.1,'d','p'
9.13,'d','p'
7.48,'d','p'
8.73,'d','p'
8.3,'d','p'
9,'d','p'
7.33,'d','p'
8.25,'d','p'
9.27,'d','p'
11.19,'d','p'
8.28,'d','p'
8.87,'d','p'
5.62,'d','p'
9.85,'d','p'
9.2,'d','p'
8.67,'d','p'
8.11,'d','p'
8.97,'d','p'
8.16,'d','p'
8.21,'d','p'
6.14,'d','p'
8,'d','p'
7.84,'d','p'
8.33,'d','p'
8.7,'d','p'
8.71,'d','p'
8.46,'d','p'
9.6,'d','p'
9.03,'d','p'
9.06,'d','p'
8.33,'d','p'
7.36,'d','p'
8.8,'d','p'
7.39,'d','p'
9.43,'d','p'
7.2,'d','p'
10.25,'d','p'
7.51,'d','p'
7.39,'d','p'
7.01,'d','p'
7.19,'d','p'
9.31,'d','p'
7.51,'d','p'
9.45,'d','p'
10.27,'d','p'
8.88,'d','p'
9.84,'d','p'
7.56,'d','p'
7.9,'d','p'
8.98,'d','p'
8.61,'d','p'
7.4,'d','p'
8.06,'d','p'
7.33,'d','p'
6.06,'d','p'
7.67,'d','p'
7.05,'d','p'
5.89,'d','p'
7.44,'d','p'
7.67,'d','p'
10.55,'d','p'
8.45,'d','p'
7.88,'d','p'
7.27,'d','p'
11.9,'d','p'
8.87,'d','p'
10.45,'d','p'
8.49,'d','p'
7.11,'d','p'
9.48,'d','p'
8.75,'d','p'
9.88,'d','p'
8.53,'d','p'
9.5,'d','p'
7.33,'d','p'
8.87,'d','p'
9.16,'d','p'
9.38,'d','p'
7.32,'d','p'
7.5,'d','p'
7.76,'d','p'
10.8,'d','p'
8.41,'d','p'
9.15,'d','p'
8.43,'d','p'
7.23,'d','p'
9.59,'d','p'
10.87,'d','p'
9.6,'d','p'
7.77,'d','p'
7.14,'d','p'
9.65,'d','p'
8.63,'d','p'
8.37,'d','p'
7.53,'d','p'
9.32,'d','p'
7.24,'d','p'
10.96,'d','p'
8.54,'d','p'
7.52,'d','p'
10.63,'d','p'
8.8,'d','p'
8.71,'d','p'
7.98,'d','p'
8.69,'d','p'
9.86,'d','p'
10.74,'d','p'
6.09,'d','e'
7.36,'d','e'
6.52,'d','e'
7.12,'d','e'
6.13,'d','e'
6.2,'d','e'
6.92,'d','e'
6.47,'d','e'
6.61,'d','e'
6,'d','e'
6.9,'d','e'
6.31,'d','e'
5.95,'d','e'
6.99,'d','e'
6.63,'d','e'
7.34,'d','e'
6,'d','e'
5.68,'d','e'
7.44,'d','e'
5.77,'d','e'
6.84,'d','e'
5.75,'d','e'
5.33,'d','e'
6.77,'d','e'
7.13,'d','e'
5.38,'d','e'
7.71,'d','e'
5.99,'d','e'
6.53,'d','e'
6.85,'d','e'
7.03,'d','e'
7.54,'d','e'
7.12,'d','e'
6.21,'d','e'
6.57,'d','e'
7.14,'d','e'
6.4,'d','e'
6.65,'d','e'
6.57,'d','e'
6.86,'d','e'
6.48,'d','e'
6.62,'d','e'
6.4,'d','e'
6.77,'d','e'
7.47,'d','e'
6.2,'d','e'
8.06,'d','e'
7.01,'d','e'
7.11,'d','e'
5.35,'d','e'
5.89,'d','e'
5.65,'d','e'
6.53,'d','e'
4.9,'d','e'
6.7,'d','e'
7.91,'d','e'
6.24,'d','e'
5.76,'d','e'
6.23,'d','e'
6.07,'d','e'
7.93,'d','e'
6.03,'d','e'
6.66,'d','e'
6.01,'d','e'
6.13,'d','e'
5.58,'d','e'
8,'d','e'
6.4,'d','e'
6.16,'d','e'
5.24,'d','e'
5.38,'d','e'
7.22,'d','e'
5.36,'d','e'
8.46,'d','e'
5.66,'d','e'
5.38,'d','e'
6.19,'d','e'
7.04,'d','e'
6.99,'d','e'
4.71,'d','e'
5.68,'d','e'
6,'d','e'
5.65,'d','e'
8.11,'d','e'
6.95,'d','e'
8.2,'d','e'
5.43,'d','e'
6.03,'d','e'
7.53,'d','e'
6.35,'d','e'
6.14,'d','e'
7.27,'d','e'
6.15,'d','e'
6.74,'d','e'
8.11,'d','e'
6.29,'d','e'
6.53,'d','e'
6.53,'d','e'
6.43,'d','e'
6.76,'d','e'
5.52,'d','e'
7.1,'d','e'
5.48,'d','e'
7.38,'d','e'
8.21,'d','e'
5.97,'d','e'
5.59,'d','e'
7.14,'d','e'
6.96,'d','e'
7.14,'d','e'
6.2,'d','e'
6.22,'d','e'
5.78,'d','e'
5.24,'d','e'
6.29,'d','e'
6.62,'d','e'
7.2,'d','e'
6.45,'d','e'
5.82,'d','e'
5.18,'d','e'
5.42,'d','e'
6.7,'d','e'
5.69,'d','e'
7.18,'d','e'
5.87,'d','e'
6.05,'d','e'
7.36,'d','e'
5.44,'d','e'
6.39,'d','e'
6.08,'d','e'
6.6,'d','e'
5.97,'d','e'
6.11,'d','e'
6.01,'d','e'
5.88,'d','e'
3.8,'d','e'
6.69,'d','e'
6.22,'d','e'
7.08,'d','e'
5.03,'d','e'
5.9,'d','e'
7.45,'d','e'
5.59,'d','e'
6.47,'d','e'
6.6,'d','e'
7.83,'d','e'
6.19,'d','e'
6.56,'d','e'
4.3,'d','e'
6.73,'d','e'
6.56,'d','e'
5.73,'d','e'
5.64,'d','e'
7.31,'d','e'
6.27,'d','e'
4.83,'d','e'
6.38,'d','e'
5.44,'d','e'
6.64,'d','e'
5.7,'d','e'
8.43,'d','e'
6.55,'d','e'
7.04,'d','e'
6.85,'d','e'
6.2,'d','e'
6.64,'d','e'
7.92,'d','e'
8.2,'d','e'
6.8,'d','e'
6.31,'d','e'
6.76,'d','e'
5.86,'d','e'
6.04,'d','e'
7.03,'d','e'
6.04,'d','e'
6.76,'d','e'
6.88,'d','e'
5.06,'d','e'
8.01,'d','e'
6.52,'d','e'
7.59,'d','e'
6.15,'d','e'
6.4,'d','e'
6.41,'d','e'
8.35,'d','e'
6.41,'d','e'
8.58,'d','e'
5.9,'d','e'
6.5,'d','e'
5.95,'d','e'
5.46,'d','e'
5.38,'d','e'
7.06,'d','e'
7.22,'d','e'
6.71,'d','e'
7.53,'d','e'
6.17,'d','e'
4.69,'d','e'
6.66,'d','e'
6.83,'d','e'
5.07,'d','e'
5.83,'d','e'
7.59,'d','e'
5.07,'d','e'
5.06,'d','e'
5.74,'d','e'
8.39,'d','e'
5.26,'d','e'
5.12,'d','e'
5.88,'d','e'
7.06,'d','e'
5.42,'d','e'
6.17,'d','e'
7.84,'d','e'
6.92,'d','e'
6.02,'d','e'
7.58,'d','e'
4.72,'d','e'
6.4,'d','e'
6.89,'d','e'
4.89,'d','e'
6.09,'d','e'
7.48,'d','e'
6.85,'d','e'
5.57,'d','e'
6.1,'d','e'
5.21,'d','e'
4.21,'d','e'
6.78,'d','e'
6.01,'d','e'
5.98,'d','e'
7.1,'d','e'
5.79,'d','e'
7.7,'d','e'
6.95,'d','e'
5.99,'d','e'
6.95,'d','e'
6.52,'d','e'
6.42,'d','e'
6.06,'d','e'
5.07,'d','e'
7.63,'d','e'
7.71,'d','e'
6.43,'d','e'
5.95,'d','e'
7.07,'d','e'
5.84,'d','e'
5.01,'d','e'
5.87,'d','e'
5.74,'d','e'
6.24,'d','e'
5.05,'d','e'
5.41,'d','e'
6.15,'d','e'
7.75,'d','e'
7.69,'d','e'
6.6,'d','e'
6.04,'d','e'
7.77,'d','e'
7.91,'d','e'
6.59,'d','e'
5.76,'d','e'
6.99,'d','e'
6.07,'d','e'
5.34,'d','e'
6.35,'d','e'
7.24,'d','e'
7.62,'d','e'
7.53,'d','e'
5.88,'d','e'
6.85,'d','e'
5.67,'d','e'
5.81,'d','e'
6.46,'d','e'
6.57,'d','e'
5.97,'d','e'
6.6,'d','e'
5.99,'d','e'
7.17,'d','e'
7.86,'d','e'
5.77,'d','e'
4.37,'d','e'
6.89,'d','e'
5.24,'d','e'
7.75,'d','e'
6.07,'d','e'
6.03,'d','e'
7.09,'d','e'
8.14,'d','e'
5.81,'d','e'
6.49,'d','e'
5.68,'d','e'
6.8,'d','e'
6.09,'d','e'
7.42,'d','e'
6.22,'d','e'
6.87,'d','e'
6.42,'d','e'
6.78,'d','e'
7.97,'d','e'
7.64,'d','e'
6.09,'d','e'
6.33,'d','e'
7.74,'d','e'
6.66,'d','e'
6.92,'d','e'
6.35,'d','e'
7.01,'d','e'
6.66,'d','e'
7.41,'d','e'
6.45,'d','e'
6.98,'d','e'
6.93,'d','e'
6.76,'d','e'
6.4,'d','e'
5.68,'d','e'
3.91,'d','e'
8.05,'d','e'
5.99,'d','e'
6.72,'d','e'
6.1,'d','e'
6.53,'d','e'
6.96,'d','e'
6.78,'d','e'
6.11,'d','e'
6.37,'d','e'
6.49,'d','e'
7.4,'d','e'
7.28,'d','e'
6.18,'d','e'
8.41,'d','e'
5.99,'d','e'
6.55,'d','e'
6.65,'d','e'
5.02,'d','e'
6.63,'d','e'
5.41,'d','e'
8.24,'d','e'
7,'d','e'
5.7,'d','e'
7.88,'d','e'
6.3,'d','e'
5.29,'d','e'
5.14,'d','e'
6.39,'d','e'
6.92,'d','e'
5.41,'d','e'
5.95,'d','e'
8.18,'d','e'
5.73,'d','e'
6.47,'d','e'
7.1,'d','e'
6.71,'d','e'
6.76,'d','p'
6.83,'d','p'
9.1,'d','p'
8.27,'d','p'
7.95,'d','p'
5.24,'d','p'
7.22,'d','p'
7.75,'d','p'
7.5,'d','p'
7.12,'d','p'
7.1,'d','p'
6.54,'d','p'
6.54,'d','p'
8.37,'d','p'
7.89,'d','p'
7.81,'d','p'
7.69,'d','p'
6.77,'d','p'
7.77,'d','p'
9.26,'d','p'
8.6,'d','p'
8.31,'d','p'
8.63,'d','p'
7.69,'d','p'
7.73,'d','p'
7.03,'d','p'
6.99,'d','p'
7.57,'d','p'
7.05,'d','p'
7.33,'d','p'
8.18,'d','p'
7.35,'d','p'
8.16,'d','p'
6.93,'d','p'
7.46,'d','p'
6.84,'d','p'
7.79,'d','p'
8.28,'d','p'
7.35,'d','p'
5.9,'d','p'
8.39,'d','p'
8.81,'d','p'
6.51,'d','p'
7.18,'d','p'
7.19,'d','p'
7.07,'d','p'
8.17,'d','p'
6.62,'d','p'
7.41,'d','p'
6.6,'d','p'
8.04,'d','p'
7.1,'d','p'
7.63,'d','p'
8.72,'d','p'
8.32,'d','p'
9.03,'d','p'
8.3,'d','p'
6.95,'d','p'
8.54,'d','p'
8.08,'d','p'
8.59,'d','p'
6.76,'d','p'
8.28,'d','p'
6.12,'d','p'
6.81,'d','p'
7.92,'d','p'
9,'d','p'
8.58,'d','p'
7.58,'d','p'
6.04,'d','p'
6.52,'d','p'
6.95,'d','p'
7.06,'d','p'
8.36,'d','p'
7.57,'d','p'
8.21,'d','p'
6.72,'d','p'
7.72,'d','p'
7.6,'d','p'
6.32,'d','p'
9.1,'d','p'
6.52,'d','p'
8.19,'d','p'
7.67,'d','p'
6.12,'d','p'
7.43,'d','p'
7.55,'d','p'
6.58,'d','p'
7.97,'d','p'
7.43,'d','p'
7.67,'d','p'
7.38,'d','p'
7.01,'d','p'
6.61,'d','p'
7.83,'d','p'
8.07,'d','p'
5.9,'d','p'
8.78,'d','p'
7.3,'d','p'
8.12,'d','p'
5.82,'d','p'
7.85,'d','p'
7.24,'d','p'
7.01,'d','p'
7.14,'d','p'
7.41,'d','p'
9.19,'d','p'
7.48,'d','p'
6.33,'d','p'
7.89,'d','p'
7.09,'d','p'
7.78,'d','p'
8.18,'d','p'
7.66,'d','p'
7.1,'d','p'
8.86,'d','p'
5.34,'d','p'
5.9,'d','p'
7.9,'d','p'
6.7,'d','p'
6.42,'d','p'
8.28,'d','p'
7.95,'d','p'
6.62,'d','p'
6.71,'d','p'
8.43,'d','p'
7.5,'d','p'
8.48,'d','p'
7.25,'d','p'
7.74,'d','p'
6.83,'d','p'
7.45,'d','p'
7.22,'d','p'
6.61,'d','p'
7.78,'d','p'
6.48,'d','p'
7.18,'d','p'
8.32,'d','p'
7.8,'d','p'
7.06,'d','p'
6.76,'d','p'
7.3,'d','p'
8.44,'d','p'
8.94,'d','p'
6.16,'d','p'
8.26,'d','p'
8.6,'d','p'
7.66,'d','p'
9,'d','p'
9.01,'d','p'
7.99,'d','p'
7.82,'d','p'
6.07,'d','p'
5.37,'d','p'
7.25,'d','p'
8.52,'d','p'
7.35,'d','p'
7.28,'d','p'
6.71,'d','p'
6.33,'d','p'
7,'d','p'
6.26,'d','p'
7.85,'d','p'
6.86,'d','p'
7.5,'d','p'
9.1,'d','p'
8.11,'d','p'
8.37,'d','p'
6.62,'d','p'
6.82,'d','p'
7.72,'d','p'
8.02,'d','p'
7.55,'d','p'
7.73,'d','p'
6.82,'d','p'
8.15,'d','p'
6.44,'d','p'
7.48,'d','p'
6.39,'d','p'
8.02,'d','p'
6.45,'d','p'
7.59,'d','p'
6.55,'d','p'
8.14,'d','p'
7.21,'d','p'
7.47,'d','p'
6.84,'d','p'
7.76,'d','p'
7.8,'d','p'
6.84,'d','p'
8.77,'d','p'
7.98,'d','p'
7.86,'d','p'
7.91,'d','p'
7.59,'d','p'
7.41,'d','p'
8,'d','p'
8.94,'d','p'
5.08,'d','p'
6.59,'d','p'
8.68,'d','p'
7.31,'d','p'
7.03,'d','p'
8.06,'d','p'
7.1,'d','p'
7.05,'d','p'
6.57,'d','p'
7.43,'d','p'
9.64,'d','p'
8.34,'d','p'
7.17,'d','p'
7.65,'d','p'
6.89,'d','p'
9.27,'d','p'
7.69,'d','p'
8.98,'d','p'
8.55,'d','p'
9.42,'d','p'
8.47,'d','p'
7.44,'d','p'
7.79,'d','p'
8.34,'d','p'
8.51,'d','p'
7.45,'d','p'
5.94,'d','p'
8.41,'d','p'
7.38,'d','p'
7.42,'d','p'
8.05,'d','p'
7.24,'d','p'
9.12,'d','p'
7.63,'d','p'
7.76,'d','p'
7.99,'d','p'
7.65,'d','p'
6.88,'d','p'
7.66,'d','p'
7.92,'d','p'
8.27,'d','p'
7.25,'d','p'
7.26,'d','p'
7.48,'d','p'
7.62,'d','p'
7.71,'d','p'
7.76,'d','p'
7.54,'d','p'
9.01,'d','p'
7.1,'d','p'
8.48,'d','p'
6.95,'d','p'
7.46,'d','p'
7.38,'d','p'
7.81,'d','p'
6.79,'d','p'
7.58,'d','p'
7.92,'d','p'
5.73,'d','p'
7.32,'d','p'
8.39,'d','p'
5.74,'d','p'
7.89,'d','p'
7.38,'d','p'
5.51,'d','p'
7.47,'d','p'
7.45,'d','p'
8.23,'d','p'
7,'d','p'
6.76,'d','p'
4.35,'d','p'
7.35,'d','p'
8.65,'d','p'
8.64,'d','p'
6.76,'d','p'
7.93,'d','p'
6.58,'d','p'
8.35,'d','p'
8.89,'d','p'
6.53,'d','p'
5.54,'d','p'
8.62,'d','p'
8.39,'d','p'
6.79,'d','p'
6.63,'d','p'
7.77,'d','p'
6.91,'d','p'
6.71,'d','p'
8.71,'d','p'
7.14,'d','p'
7.14,'d','p'
6.76,'d','p'
8.58,'d','p'
7.22,'d','p'
7.87,'d','p'
7.25,'d','p'
6.32,'d','p'
9.11,'d','p'
7.67,'d','p'
6.77,'d','p'
6.44,'d','p'
8.16,'d','p'
6.61,'d','p'
6.77,'d','p'
8.01,'d','p'
8.8,'d','p'
6.63,'d','p'
6.28,'d','p'
6.92,'d','p'
8.1,'d','p'
6.99,'d','p'
7.87,'d','p'
6.2,'d','p'
7.38,'d','p'
7.85,'d','p'
7.65,'d','p'
8.37,'d','p'
8.3,'d','p'
7.58,'d','p'
8.46,'d','p'
5.88,'d','p'
8.12,'d','p'
8.46,'d','p'
8.84,'d','p'
7.29,'d','p'
5.69,'d','p'
8.01,'d','p'
6.83,'d','p'
7.38,'d','p'
8.12,'d','p'
7.64,'d','p'
5.83,'d','p'
7.68,'d','p'
7.3,'d','p'
9.63,'d','p'
8.68,'d','p'
8.11,'d','p'
6.33,'d','p'
7.1,'d','p'
7.37,'d','p'
6.74,'d','p'
6.36,'d','p'
7.36,'d','p'
8.02,'d','p'
7.52,'d','p'
7.76,'d','p'
7.33,'d','p'
6.57,'d','p'
7.89,'d','p'
7.79,'d','p'
7.87,'d','p'
7.14,'d','p'
8.44,'d','p'
7.42,'d','p'
6.82,'d','p'
5.51,'d','e'
4.9,'d','e'
5.84,'d','e'
4.43,'d','e'
6.57,'d','e'
6.15,'d','e'
6.25,'d','e'
6.84,'d','e'
6.31,'d','e'
6.38,'d','e'
5.03,'d','e'
6.24,'d','e'
6.43,'d','e'
6.94,'d','e'
5.42,'d','e'
6.19,'d','e'
5.8,'d','e'
5.64,'d','e'
6.15,'d','e'
5.93,'d','e'
6.38,'d','e'
6.71,'d','e'
6.64,'d','e'
7.5,'d','e'
5.3,'d','e'
6.21,'d','e'
6.37,'d','e'
6.4,'d','e'
5.74,'d','e'
6.4,'d','e'
5.66,'d','e'
5.89,'d','e'
5.12,'d','e'
5.44,'d','e'
4.09,'d','e'
5.82,'d','e'
6.23,'d','e'
5.23,'d','e'
7.38,'d','e'
6.76,'d','e'
6.8,'d','e'
5.31,'d','e'
4.94,'d','e'
6.59,'d','e'
5.93,'d','e'
6.01,'d','e'
5.82,'d','e'
6.94,'d','e'
5.01,'d','e'
7.21,'d','e'
6.54,'d','e'
6.18,'d','e'
5.89,'d','e'
6.87,'d','e'
5.1,'d','e'
6.34,'d','e'
6.02,'d','e'
6.68,'d','e'
7.09,'d','e'
5.38,'d','e'
5.78,'d','e'
4.87,'d','e'
6.61,'d','e'
6.62,'d','e'
6.52,'d','e'
5.6,'d','e'
5.55,'d','e'
6.3,'d','e'
5.78,'d','e'
7.15,'d','e'
6.4,'d','e'
5.32,'d','e'
6.35,'d','e'
6.34,'d','e'
5.77,'d','e'
5.99,'d','e'
6.1,'d','e'
5.9,'d','e'
4.39,'d','e'
5.38,'d','e'
6.35,'d','e'
6.41,'d','e'
6.46,'d','e'
6.76,'d','e'
6.83,'d','e'
4.83,'d','e'
5.75,'d','e'
5.42,'d','e'
5.34,'d','e'
6.99,'d','e'
7.69,'d','e'
5.93,'d','e'
6.46,'d','e'
5.64,'d','e'
5.67,'d','e'
6.57,'d','e'
5.93,'d','e'
6.02,'d','e'
7.21,'d','e'
5.82,'d','e'
5.86,'d','e'
6.74,'d','e'
6.29,'d','e'
5.84,'d','e'
5.37,'d','e'
5.97,'d','e'
6.35,'d','e'
5.94,'d','e'
5.61,'d','e'
6.45,'d','e'
5.61,'d','e'
7.38,'d','e'
6.61,'d','e'
6.41,'d','e'
5.79,'d','e'
7.39,'d','e'
5.03,'d','e'
6.44,'d','e'
6.02,'d','e'
6.47,'d','e'
6.33,'d','e'
6.71,'d','e'
4.43,'d','e'
5.08,'d','e'
5.59,'d','e'
5.92,'d','e'
5.86,'d','e'
5.84,'d','e'
5.57,'d','e'
6.21,'d','e'
5.44,'d','e'
6,'d','e'
6.59,'d','e'
6.06,'d','e'
6.18,'d','e'
5.14,'d','e'
6.25,'d','e'
7.11,'d','e'
5.63,'d','e'
6.77,'d','e'
5.26,'d','e'
6.23,'d','e'
6.56,'d','e'
7.13,'d','e'
5.34,'d','e'
6.1,'d','e'
6.12,'d','e'
6.85,'d','e'
5.57,'d','e'
5.37,'d','e'
6.05,'d','e'
5.44,'d','e'
5.77,'d','e'
6.1,'d','e'
7.76,'d','e'
6.12,'d','e'
6.4,'d','e'
6.31,'d','e'
4.79,'d','e'
5.01,'d','e'
6.13,'d','e'
6.45,'d','e'
5.94,'d','e'
5.3,'d','e'
4.66,'d','e'
6.95,'d','e'
5.89,'d','e'
5.93,'d','e'
7.47,'d','e'
5.12,'d','e'
6.41,'d','e'
5.96,'d','e'
4.62,'d','e'
6.36,'d','e'
5.32,'d','e'
5.47,'d','e'
6.61,'d','e'
6.11,'d','e'
6.51,'d','e'
5.79,'d','e'
7.32,'d','e'
5.7,'d','e'
6.5,'d','e'
6.44,'d','e'
5.31,'d','e'
5.44,'d','e'
7.05,'d','e'
6.25,'d','e'
6.21,'d','e'
5.24,'d','e'
5.78,'d','e'
6.68,'d','e'
7.12,'d','e'
5.11,'d','e'
6.83,'d','e'
4.28,'d','e'
6.07,'d','e'
5.85,'d','e'
6.57,'d','e'
6.17,'d','e'
6.43,'d','e'
6,'d','e'
5.42,'d','e'
5.52,'d','e'
5.51,'d','e'
6.58,'d','e'
5.71,'d','e'
5.94,'d','e'
6.3,'d','e'
6.2,'d','e'
6.42,'d','e'
6.02,'d','e'
6.43,'d','e'
6.57,'d','e'
6.88,'d','e'
6.36,'d','e'
6.74,'d','e'
6.51,'d','e'
5.62,'d','e'
5.4,'d','e'
6.12,'d','e'
6.17,'d','e'
6,'d','e'
6.83,'d','e'
5.57,'d','e'
5.67,'d','e'
6,'d','e'
4.71,'d','e'
6.31,'d','e'
5.69,'d','e'
5.66,'d','e'
5.5,'d','e'
6.21,'d','e'
6.12,'d','e'
6.24,'d','e'
6.81,'d','e'
7.04,'d','e'
6.28,'d','e'
6.29,'d','e'
6.22,'d','e'
5.94,'d','e'
5.47,'d','e'
5.89,'d','e'
6.05,'d','e'
5.24,'d','e'
6.25,'d','e'
5.39,'d','e'
5.7,'d','e'
4.46,'d','e'
5.24,'d','e'
6.39,'d','e'
5.65,'d','e'
5.53,'d','e'
5.49,'d','e'
5.47,'d','e'
6.47,'d','e'
5.57,'d','e'
7.08,'d','e'
6.88,'d','e'
6.38,'d','e'
6.57,'d','e'
6.06,'d','e'
5.88,'d','e'
4.83,'d','e'
6.5,'d','e'
5.26,'d','e'
5.8,'d','e'
6.19,'d','e'
6.49,'d','e'
6.75,'d','e'
6.96,'d','e'
7.02,'d','e'
5.51,'d','e'
6.33,'d','e'
5.25,'d','e'
6.23,'d','e'
6.38,'d','e'
6.06,'d','e'
5.79,'d','e'
7.22,'d','e'
6.14,'d','e'
6.19,'d','e'
6.22,'d','e'
6.15,'d','e'
4.94,'d','e'
6.2,'d','e'
6.3,'d','e'
6.24,'d','e'
5.44,'d','e'
7.01,'d','e'
5.39,'d','e'
5.91,'d','e'
4.92,'d','e'
6.48,'d','e'
4.14,'d','e'
4.61,'d','e'
6.33,'d','e'
5.98,'d','e'
7.31,'d','e'
5.86,'d','e'
5.84,'d','e'
5.14,'d','e'
5.1,'d','e'
6.2,'d','e'
6.5,'d','e'
7.06,'d','e'
6.01,'d','e'
7.27,'d','e'
6.22,'d','e'
6.75,'d','e'
5.79,'d','e'
6.74,'d','e'
5.48,'d','e'
5.68,'d','e'
5.55,'d','e'
6.18,'d','e'
5.59,'d','e'
